cond,cond_label,success_mean,success_std,finaldist_mean,finaldist_std,len_mean,len_std,return_mean,return_std,tau_mean,tau_std,power_mean,power_std
pi_power,PI-power ($\alpha=2\times10^{-5}$),0.40599999999999997,0.12941749838753988,0.34364592098951424,0.11454733873859327,151.78400000000002,12.326018055767689,-79.48089705099832,15.868285587994496,1.2808992105855102,0.47010048848981284,12.190435097842919,5.491948584368766
pure,Baseline (RL puro),0.35650000000000004,0.1667008298319677,0.39356621040285295,0.13477990517951383,156.13949999999997,17.572441089197977,-83.79182206028824,21.825415459267948,1.35257594441707,0.38725101294083025,12.514693482402505,4.463951121841754
