exp_id,train_seed,eval_seed_base,episodes,source_file,success_rate,mean_final_distance,std_final_distance_ep,mean_return,std_return_ep,mean_ep_len,std_ep_len_ep,mean_d0,std_d0_ep,mean_tau_l1__mean_ep,mean_tau_l1__std_ep,mean_pi_value__mean_ep,mean_pi_value__std_ep,filter_intervention_rate__mean_ep,filter_intervention_rate__std_ep,mean_filter_delta_tau_norm__mean_ep,mean_filter_delta_tau_norm__std_ep,mean_r_dist,mean_r_act,mean_r_pi,sum_r_dist,sum_r_act,sum_r_pi,control,use_pi_reward,pi_metric,alpha_pi,safety_filter,config_id
ctrl-residual__pi-0-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,1,1000,200,eval__ctrl-residual__pi-0-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed1__evalbase1000.csv,0.94,0.05084624448143261,0.03280953026025024,-14.79592717247481,7.184126949786872,44.88,40.199572487039006,0.7843683416229866,0.28918246245742785,2.699352865588317,1.2221062898814987,0.0,0.0,0.0,0.0,0.0,0.0,-0.37212098372545627,-0.0022616470905505175,0.0,-14.716013841517102,-0.07991333095770863,0.0,residual,0,tau_l1,0.0,none,ctrl-residual__pi-0-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=none
ctrl-residual__pi-0-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,2,1000,200,eval__ctrl-residual__pi-0-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed2__evalbase1000.csv,0.92,0.050482810061488845,0.03275424169339166,-14.00402968961841,7.113857215560988,45.135,46.49987058932659,0.7843683416229866,0.28918246245742785,3.3437393156019186,1.4874276703104652,0.0,0.0,0.0,0.0,0.0,0.0,-0.3751946075097774,-0.002819018109397915,0.0,-13.912734202664424,-0.09129548695398451,0.0,residual,0,tau_l1,0.0,none,ctrl-residual__pi-0-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=none
ctrl-residual__pi-0-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,3,1000,200,eval__ctrl-residual__pi-0-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed3__evalbase1000.csv,1.0,0.04330974989744501,0.006255205884011329,-12.93897939909747,5.390983196778288,33.955,8.681579586722856,0.7843683416229866,0.28918246245742785,2.962286615612352,1.116171145792858,0.0,0.0,0.0,0.0,0.0,0.0,-0.3755111969862401,-0.0024830679276619375,0.0,-12.856655515281432,-0.08232388381603925,0.0,residual,0,tau_l1,0.0,none,ctrl-residual__pi-0-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=none
ctrl-residual__pi-0-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,4,1000,200,eval__ctrl-residual__pi-0-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed4__evalbase1000.csv,0.955,0.04680752482843083,0.02022617158317641,-13.564685020416945,5.621025371753982,40.945,35.619738966198234,0.7843683416229866,0.28918246245742785,3.067093010239104,1.3156316693502044,0.0,0.0,0.0,0.0,0.0,0.0,-0.3745210914429947,-0.002570374616027543,0.0,-13.479560464524447,-0.08512455589250174,0.0,residual,0,tau_l1,0.0,none,ctrl-residual__pi-0-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=none
ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,0,1000,200,eval__ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed0__evalbase1000.csv,0.89,0.05935804154218577,0.0488789853935506,-16.71005539771679,8.99328725229363,52.975,52.406838855191126,0.7843683416229866,0.28918246245742785,2.6198956175236265,1.2305801992092467,0.0,0.0,0.30689310878565457,0.1701321373448071,2.259242163505082,1.9544516741296547,-0.3849076818757351,-0.002136737982873517,0.0,-16.63007004958539,-0.07998534813139843,0.0,residual,0,tau_l1,0.0,proj_box_jointlimit,ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=proj_box_jointlimit
ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,1,1000,200,eval__ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed1__evalbase1000.csv,0.975,0.05171292993028734,0.05580688373197354,-15.054684186363524,12.169552835710785,39.08,26.90059123969632,0.7843683416229866,0.28918246245742785,2.6721318015418056,1.0070005615360194,0.0,0.0,0.33173933527056854,0.1611843054673724,2.446161546751793,1.954575509539747,-0.38082069280719366,-0.002161734352584386,0.0,-14.974428942516802,-0.08025524384672092,0.0,residual,0,tau_l1,0.0,proj_box_jointlimit,ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=proj_box_jointlimit
ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,2,1000,200,eval__ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed2__evalbase1000.csv,0.935,0.053273865003599215,0.03832270902546258,-16.293168185478944,9.232546357126457,48.24,40.9675984236691,0.7843683416229866,0.28918246245742785,2.468908676500497,1.0807334896995897,0.0,0.0,0.28715651527062225,0.14567823254614887,2.0823566188594422,1.6831698048219317,-0.37031269695028307,-0.0020236694525748804,0.0,-16.212049956366435,-0.08111822911250935,0.0,residual,0,tau_l1,0.0,proj_box_jointlimit,ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=proj_box_jointlimit
ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,3,1000,200,eval__ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed3__evalbase1000.csv,0.945,0.05702931107520905,0.06726712518883055,-15.461126275588935,13.799903396044154,42.645,38.72268335265714,0.7843683416229866,0.28918246245742785,2.9205822631607843,1.052730509712695,0.0,0.0,0.3711987078434224,0.177368953390701,2.934555377250218,2.2020527904936835,-0.3793067450775597,-0.0023487932723639223,0.0,-15.375530312230932,-0.08559596335800207,0.0,residual,0,tau_l1,0.0,proj_box_jointlimit,ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=proj_box_jointlimit
ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,4,1000,200,eval__ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed4__evalbase1000.csv,0.95,0.0477799542673146,0.020780226497915878,-14.678442868690745,6.089425399046724,43.35,36.88590993535057,0.7843683416229866,0.28918246245742785,2.7937306183589543,1.1080518961593149,0.0,0.0,0.3354392915858555,0.16276449944128998,2.4976405918253484,1.9441569909278302,-0.3840142938690796,-0.0022742883351449528,0.0,-14.595737212802527,-0.08270565588821245,0.0,residual,0,tau_l1,0.0,proj_box_jointlimit,ctrl-residual__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=proj_box_jointlimit
ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,0,1000,200,eval__ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed0__evalbase1000.csv,0.915,0.050911129632946486,0.028489331742673058,-14.14434122662916,6.671712104786553,46.715,47.68619971455138,0.7843683416229866,0.28918246245742785,3.0790268651971338,1.4388091268392666,3.0790268651971338,1.4388091268392666,0.0,0.0,0.0,0.0,-0.3709587425826117,-0.00257936160801154,-0.0015395134325985205,-14.006130074346343,-0.08661090827016897,-0.05160024401264742,residual,1,tau_l1,0.0005,none,ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=1 | pi_metric=tau_l1 | alpha_pi=0.0005 | safety_filter=none
ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,1,1000,200,eval__ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed1__evalbase1000.csv,0.99,0.04472959377808601,0.013379764912053399,-12.79317477299399,5.452853597110444,33.96,18.14676071983966,0.7843683416229866,0.28918246245742785,3.1853283142318274,1.2717739196542233,3.1853283142318274,1.2717739196542233,0.0,0.0,0.0,0.0,-0.37816238784429446,-0.002671762112967969,-0.0015926641571158652,-12.65654055642317,-0.08559088980454443,-0.05104332676627179,residual,1,tau_l1,0.0005,none,ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=1 | pi_metric=tau_l1 | alpha_pi=0.0005 | safety_filter=none
ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,2,1000,200,eval__ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed2__evalbase1000.csv,0.97,0.04663414265246466,0.0160630085483674,-13.655120103778414,5.658866294093031,39.655,29.678951731477934,0.7843683416229866,0.28918246245742785,2.920554220491671,1.2387349914863905,2.920554220491671,1.2387349914863905,0.0,0.0,0.0,0.0,-0.3720628637885616,-0.0024446094536396774,-0.0014602771102457857,-13.522208370886556,-0.08321393226837269,-0.04969780062348329,residual,1,tau_l1,0.0005,none,ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=1 | pi_metric=tau_l1 | alpha_pi=0.0005 | safety_filter=none
ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,3,1000,200,eval__ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed3__evalbase1000.csv,0.94,0.05315767127854627,0.05075610194991739,-14.185622100381552,10.70917701587531,42.09,40.76778090353944,0.7843683416229866,0.28918246245742785,3.1978980665675762,1.344553112144351,3.1978980665675762,1.344553112144351,0.0,0.0,0.0,0.0,-0.3704016094577649,-0.0026737887033365295,-0.00159894903328374,-14.044752270004663,-0.0882321993573488,-0.052637631019541456,residual,1,tau_l1,0.0005,none,ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=1 | pi_metric=tau_l1 | alpha_pi=0.0005 | safety_filter=none
ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,4,1000,200,eval__ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed4__evalbase1000.csv,0.97,0.045461213930771134,0.017304489607364956,-13.181290263572674,5.432221513062238,37.79,29.691815700593153,0.7843683416229866,0.28918246245742785,3.105552362889719,1.2697938836435005,3.105552362889719,1.2697938836435005,0.0,0.0,0.0,0.0,-0.377222439202766,-0.0025979634963739762,-0.0015527761814448082,-13.046798319673247,-0.08419560814244992,-0.05029633575697717,residual,1,tau_l1,0.0005,none,ctrl-residual__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=1 | pi_metric=tau_l1 | alpha_pi=0.0005 | safety_filter=none
ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,0,1000,200,eval__ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed0__evalbase1000.csv,0.945,0.05369234591448956,0.04585926326603142,-15.404940187458788,10.039292691678675,43.655,38.40443304342527,0.7843683416229866,0.28918246245742785,2.7882646006552303,1.0644783638536006,2.7882646006552303,1.0644783638536006,0.3597902304522735,0.18565198407007857,2.8464064361020656,2.3169474544638318,-0.37723535221174126,-0.002250827833433007,-0.0013941323003275625,-15.26889512856102,-0.08410369601981646,-0.051941362877949177,residual,1,tau_l1,0.0005,proj_box_jointlimit,ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=1 | pi_metric=tau_l1 | alpha_pi=0.0005 | safety_filter=proj_box_jointlimit
ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,1,1000,200,eval__ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed1__evalbase1000.csv,0.915,0.05844346551388566,0.05982276764788481,-16.27078896735494,12.273100176928885,48.715,46.88833924105139,0.7843683416229866,0.28918246245742785,2.7345430052914925,1.1470768259585589,2.7345430052914925,1.1470768259585589,0.3384503203009761,0.17988108736808955,2.620189045694678,2.128186535486428,-0.37626139452913776,-0.002210605070279609,-0.001367271502645697,-16.134541570173248,-0.0843182137550942,-0.051929183426597525,residual,1,tau_l1,0.0005,proj_box_jointlimit,ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=1 | pi_metric=tau_l1 | alpha_pi=0.0005 | safety_filter=proj_box_jointlimit
ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,2,1000,200,eval__ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed2__evalbase1000.csv,0.985,0.044589349030246764,0.012808299308268415,-13.958083017792719,5.735066044713794,36.665,21.457045439551436,0.7843683416229866,0.28918246245742785,2.7632708629184344,1.0058599507635935,2.7632708629184344,1.0058599507635935,0.33152436750747605,0.1572408302034013,2.4074674958912095,1.8870567209575169,-0.39067902310737446,-0.0022474630290918534,-0.0013816354314591661,-13.830602516435835,-0.07890171566377037,-0.048578785693114614,residual,1,tau_l1,0.0005,proj_box_jointlimit,ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=1 | pi_metric=tau_l1 | alpha_pi=0.0005 | safety_filter=proj_box_jointlimit
ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,3,1000,200,eval__ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed3__evalbase1000.csv,0.93,0.05936427180493281,0.07120003535709385,-16.386218202789536,14.49191983388601,47.17,42.93586545900254,0.7843683416229866,0.28918246245742785,2.752265785404735,1.0577872865284113,2.752265785404735,1.0577872865284113,0.3506848980085662,0.16967104719892415,2.7179165321008907,2.09346207905637,-0.37213685932876883,-0.002224352606994519,-0.001376132892702317,-16.246777889623,-0.08633031825653462,-0.05310999491000237,residual,1,tau_l1,0.0005,proj_box_jointlimit,ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=1 | pi_metric=tau_l1 | alpha_pi=0.0005 | safety_filter=proj_box_jointlimit
ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,4,1000,200,eval__ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200__trainseed4__evalbase1000.csv,0.97,0.045534022073880236,0.017976220914614184,-13.997241278131154,5.897711987477062,38.725,29.343903940894815,0.7843683416229866,0.28918246245742785,2.9920594808063585,1.0489509458465243,2.9920594808063585,1.0489509458465243,0.3505203349593623,0.16230893878695718,2.683297034211805,1.985526923378903,-0.3860098618721021,-0.0024236698657947226,-0.0014960297404031286,-13.860547362574135,-0.08450821349313901,-0.05218570206388163,residual,1,tau_l1,0.0005,proj_box_jointlimit,ctrl-residual__pi-1-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__pd-kp10-kd1-elauto__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=residual | use_pi_reward=1 | pi_metric=tau_l1 | alpha_pi=0.0005 | safety_filter=proj_box_jointlimit
