exp_id,train_seed,eval_seed_base,d0_bin,success_rate,mean_final_distance,mean_return,mean_ep_len,mean_tau_l1,mean_pi_value,mean_filter_intervention_rate,mean_filter_delta_tau_norm,mean_d0,episodes_in_bin,control,use_pi_reward,pi_metric,alpha_pi,safety_filter,config_id
ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,2,1000,"[0.642,0.924)",0.3939393939393939,0.3988384666321637,-79.78952539146857,149.57575757575756,1.0638526403504576,0.0,0.04522727272727273,0.07000201051246382,0.7906963271951564,66,direct,0,tau_l1,0.0,proj_box_jointlimit,ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=direct | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=proj_box_jointlimit
ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,3,1000,"[0.642,0.924)",0.3333333333333333,0.15145505197925885,-78.1184382481936,164.92424242424244,0.8104141059270444,0.0,0.0061665225051598166,0.0027411913402319616,0.7906963271951564,66,direct,0,tau_l1,0.0,proj_box_jointlimit,ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=direct | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=proj_box_jointlimit
ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,4,1000,"[0.642,0.924)",0.42424242424242425,0.30130739228572945,-79.22063798884427,143.4090909090909,1.302163469494922,0.0,0.10902707558979984,0.11316363426997707,0.7906963271951564,66,direct,0,tau_l1,0.0,proj_box_jointlimit,ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=direct | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=proj_box_jointlimit
ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,0,1000,"[0.924,1.367]",0.029411764705882353,0.702710606673793,-143.1280018583545,194.8235294117647,0.6784359848903745,0.0,0.7971323529411765,1.638190674786182,1.0991447869486801,68,direct,0,tau_l1,0.0,proj_box_jointlimit,ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=direct | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=proj_box_jointlimit
ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,1,1000,"[0.924,1.367]",0.27941176470588236,0.44719899219492787,-93.9702377732348,173.8235294117647,1.166098547124746,0.0,0.1220654314948342,0.07350267285392674,1.0991447869486801,68,direct,0,tau_l1,0.0,proj_box_jointlimit,ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=direct | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=proj_box_jointlimit
ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,2,1000,"[0.924,1.367]",0.22058823529411764,0.6110071983890893,-118.70333008708474,175.08823529411765,1.253523206397935,0.0,0.10220588235294117,0.1746246174961833,1.0991447869486801,68,direct,0,tau_l1,0.0,proj_box_jointlimit,ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=direct | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=proj_box_jointlimit
ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,3,1000,"[0.924,1.367]",0.3235294117647059,0.23956497012759592,-98.0877989421483,173.9558823529412,0.7658519638919209,0.0,0.0927496659800223,0.01847897173056969,1.0991447869486801,68,direct,0,tau_l1,0.0,proj_box_jointlimit,ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=direct | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=proj_box_jointlimit
ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,4,1000,"[0.924,1.367]",0.2647058823529412,0.47812766749148494,-95.89180824815844,165.41176470588235,1.4127983468699061,0.0,0.20169855631853048,0.2540201394894112,1.0991447869486801,68,direct,0,tau_l1,0.0,proj_box_jointlimit,ctrl-direct__pi-0-tau_l1-a0.0005__sf-proj_box_jointlimit-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=direct | use_pi_reward=0 | pi_metric=tau_l1 | alpha_pi=0.0 | safety_filter=proj_box_jointlimit
ctrl-direct__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,0,1000,"[0.087,0.642)",0.07575757575757576,0.6142574524168668,-123.22384780944887,185.57575757575756,2.2377470674629794,2.2377470674629794,0.0,0.0,0.4537252305637389,66,direct,1,tau_l1,0.0005,none,ctrl-direct__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=direct | use_pi_reward=1 | pi_metric=tau_l1 | alpha_pi=0.0005 | safety_filter=none
ctrl-direct__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200,1,1000,"[0.087,0.642)",0.48484848484848486,0.23330674346096178,-55.42553705827824,142.65151515151516,1.0075692284957494,1.0075692284957494,0.0,0.0,0.4537252305637389,66,direct,1,tau_l1,0.0005,none,ctrl-direct__pi-1-tau_l1-a0.0005__sf-none-dt2-qm0.15__tau20-lama0.001__a2-m0.02-md0.07-phi-1.5708_1.5708__h200 | control=direct | use_pi_reward=1 | pi_metric=tau_l1 | alpha_pi=0.0005 | safety_filter=none
