mode,seed,episode_idx,success,final_distance,length,return,tau_effort,tau_sum_total,energy,step,theta1,theta2,target_x,target_y,action0,action1,distance,tau1,tau2,tau_sum,omega1,omega2,power,cumulative_energy,reward,done
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,11,-0.7629668712615967,1.0,0.5174786448478699,-0.0853380635380745,0.008167039602994919,0.10000000149011612,0.2683688262487193,5.53579146649631,2.775375485107948,8.311166951604257,-0.9408961686660706,-6.531940982229916,23.33719385361354,13.928890506626459,-0.2684691592017552,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,12,-0.7547998428344727,1.100000023841858,0.5174786448478699,-0.0853380635380745,-0.10000000149011612,0.10000000149011612,0.26954551531321175,20.0,0.7406667774644026,20.7406667774644,-3.0108262137711854,-3.4785659776771922,62.792982528307185,14.190527933827738,-0.26968693667596944,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,13,-0.8547998666763306,1.2000000476837158,0.5174786448478699,-0.0853380635380745,0.0050594620406627655,0.10000000149011612,0.26863793829569466,4.083131935766354,2.2276914469138935,6.310823382680248,-2.8242968772092243,-0.7308427520600098,13.160068923221264,14.24536155434116,-0.26873806620875246,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,14,-0.8497403860092163,1.3000000715255737,0.5174786448478699,-0.0853380635380745,-0.10000000149011612,0.10000000149011612,0.26449700928525977,20.0,0.3364218357704861,20.336421835770487,-4.852913470662161,1.7423749668221016,97.64444239818204,14.65221339766692,-0.26463843064801745,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,15,-0.9497404098510742,1.399999976158142,0.5174786448478699,-0.0853380635380745,0.009155165404081345,0.10000000149011612,0.2584806377063304,8.304114911302134,2.161663161412764,10.465778072714897,-4.236851908486921,3.9678661860776696,43.760495274104606,14.834548794642355,-0.2585810559238106,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,16,-0.9405852556228638,1.5,0.5174786448478699,-0.0853380635380745,-0.10000000149011612,0.10000000149011612,0.2495936620863628,19.803276450946782,0.02067602326203649,19.82395247420882,-6.213166753401018,5.971396615993264,123.16452358877099,15.347734309595568,-0.2497350834491205,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,17,-1.0405852794647217,1.600000023841858,0.5174786448478699,-0.0853380635380745,0.004029955714941025,0.10000000149011612,0.23880025378783956,9.066865531644533,1.918869788973163,10.985735320617696,-5.4951311409023305,7.773915056093037,64.74074587649437,15.617487417414294,-0.2389003349634053,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,18,-1.036555290222168,1.7000000476837158,0.5174786448478699,-0.0853380635380745,-0.10000000149011612,0.10000000149011612,0.22541717161293845,18.748946491281124,0.1722782356762883,18.921224726957412,-7.345618062574885,9.396863087610196,139.34147499422977,16.19807689655692,-0.22555859297569614,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,19,-1.1365553140640259,1.8000000715255737,0.5174786448478699,-0.0853380635380745,0.009618531912565231,0.10000000149011612,0.21010212791421615,11.457801208675468,1.8474516538512025,13.30525286252667,-6.380211490415832,10.857107117308107,93.16117542640215,16.586248460833595,-0.21020258943447076,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,20,-1.1269367933273315,1.899999976158142,0.5174786448478699,-0.0853380635380745,-0.10000000149011612,0.0931609645485878,0.1926088079349735,18.16368952961734,0.4626227594568993,18.62631228907424,-8.142190377137034,12.00732790165917,153.4470812689244,17.225611299454112,-0.1927454789565542,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,21,-1.2269366979599,1.9931609630584717,0.5174786448478699,-0.0853380635380745,0.009947847574949265,-0.035109810531139374,0.1778322563623769,9.723269523891187,0.7516591441462943,10.474928668037482,-7.0892229976245495,9.963895313988306,76.41987894494703,17.544027461724724,-0.17786874825933405,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,22,-1.2169889211654663,1.9580512046813965,0.5174786448478699,-0.0853380635380745,0.022741001099348068,0.00789756327867508,0.16410382762848688,12.854991647913197,0.34236411069836564,13.197355758611563,-5.83451667147774,9.157040075323044,78.13770496347391,17.869601232405866,-0.16412790094613386,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,23,-1.194247841835022,1.9659487009048462,0.5174786448478699,-0.0853380635380745,-0.02978881075978279,0.0027251020073890686,0.15153143887129242,2.103864964322962,0.7455368886445134,2.8494018529674756,-5.965996462564754,8.30683691628072,18.744704283906025,17.94770416692214,-0.15156135206949525,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,24,-1.224036693572998,1.968673825263977,0.5174786448478699,-0.0853380635380745,0.0268324576318264,-0.00584893673658371,0.14030988117409876,12.592552913440443,0.2061048301407085,12.79865774358115,-4.725417833144443,7.335680948197966,61.01699337778126,18.20194163932956,-0.1403373437087052,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,25,-1.1972042322158813,1.9628249406814575,0.5174786448478699,-0.0853380635380745,-0.02100536599755287,0.005837447941303253,0.1299993452626859,0.8195139105389583,0.4746196696320128,1.294133580170971,-4.757004833771271,6.742267435224796,7.098444376453692,18.231518490898118,-0.13002114666547823,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,26,-1.2182096242904663,1.9686623811721802,0.5174786448478699,-0.0853380635380745,0.015323232859373093,-0.004814647138118744,0.12082035280627018,8.46309481895577,0.041387730181309534,8.50448254913708,-3.91354676176919,5.952185870295384,33.367064786058755,18.370547927506696,-0.12083641463381058,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,27,-1.2028863430023193,1.9638477563858032,0.5174786448478699,-0.0853380635380745,-0.01063193753361702,0.0035937801003456116,0.11247406165022876,1.0609954481094506,0.28282854160519566,1.3438239897146462,-3.7773585863990817,5.443459854002041,5.5473260778404025,18.393661786164365,-0.11248528454453226,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,28,-1.2135182619094849,1.967441439628601,0.5174786448478699,-0.0853380635380745,0.007161002606153488,-0.002546451985836029,0.1050300063446474,5.444845077592246,0.042072561650530194,5.486917639242776,-3.2277586652114914,4.8378557876981265,17.77818686581681,18.467737564771934,-0.10503760663255422,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,29,-1.2063573598861694,1.9648950099945068,0.5174786448478699,-0.0853380635380745,-0.004697311669588089,0.0017330124974250793,0.09832574434429404,1.9132688431980365,0.1761178497702497,2.089386692968286,-3.0177182787604537,4.395777895835045,6.547881311383644,18.495020403569367,-0.09833075114656237,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,30,-1.2110546827316284,1.966628074645996,0.5174786448478699,-0.0853380635380745,0.0030276889447122812,-0.0011497363448143005,0.09234635874821227,3.667772257252749,0.07022743107654378,3.737999688329293,-2.643281916211315,3.928549109196132,9.970847992174635,18.53656560353676,-0.09234959738917072,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,31,-1.2080268859863281,1.9654783010482788,0.5174786448478699,-0.0853380635380745,-0.0019195710774511099,0.0007460489869117737,0.08699823875915434,2.0569777843873123,0.11887692701941022,2.1758547114067226,-2.4250234304490106,3.5536520033490575,5.410666552906832,18.559110047507207,-0.0870002982111572,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,32,-1.2099465131759644,1.9662243127822876,0.5174786448478699,-0.0853380635380745,0.0012020135764032602,-0.00047635287046432495,0.08223715473154429,2.636784537736719,0.07237377523581576,2.709158312972535,-2.1536727615704305,3.1868353901333686,5.909414345292706,18.58373260727926,-0.08223844769272823,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,33,-1.2087445259094238,1.9657480716705322,0.5174786448478699,-0.0853380635380745,-0.0007438843604177237,0.00029962509870529175,0.07799988809493637,1.884510513069523,0.08648703359965626,1.9709975466691794,-1.9561587100634146,2.875367432490924,3.9350836540922214,18.60012878917131,-0.07800069005447706,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,34,-1.2094883918762207,1.9660476446151733,0.5174786448478699,-0.0853380635380745,0.0004559720400720835,-0.00018633157014846802,0.07423761121721648,1.997863807393571,0.06483202360174374,2.062695830995315,-1.7495995100953436,2.5833550279732007,3.662945672798252,18.61539106280797,-0.07423810379203817,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,35,-1.209032416343689,1.9658613204956055,0.5174786448478699,-0.0853380635380745,-0.00027692667208611965,0.00011468678712844849,0.07090125861153074,1.6143347467569136,0.06623494069989845,1.6805696874568121,-1.5812857992158749,2.327784539087876,2.706905281136089,18.626669834812702,-0.07090155834713668,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,36,-1.2093093395233154,1.9659759998321533,0.5174786448478699,-0.0853380635380745,0.0001668150071054697,-6.986409425735474e-05,0.06794691507387692,1.5645411290889186,0.05489316410448078,1.6194342931933994,-1.4191536591237581,2.093330973820657,2.335233828867085,18.636399975766317,-0.06794709592806251,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,37,-1.2091425657272339,1.9659061431884766,0.5174786448478699,-0.0853380635380745,-9.963265620172024e-05,4.213303327560425e-05,0.06533403149827902,1.3414199271530145,0.05222721834495384,1.3936471454979684,-1.2796294769602221,1.885016359262224,1.8149696407458293,18.643962349269422,-0.06533413967341149,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,38,-1.2092421054840088,1.965948224067688,0.5174786448478699,-0.0853380635380745,5.9034908190369606e-05,-2.5220215320587158e-05,0.0630252055844354,1.2472466175572268,0.04534484873196266,1.2925914662891895,-1.1502496914676337,1.6959125150869376,1.5115459334885093,18.650260457325626,-0.06302526978084971,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,39,-1.2091830968856812,1.9659230709075928,0.5174786448478699,-0.0853380635380745,-3.484240733087063e-05,1.5027821063995361e-05,0.06098685386176308,1.099107385377482,0.04179286705117866,1.1409002524286607,-1.0360609400968117,1.5266867714276087,1.20254684822861,18.655271069193244,-0.060986891806838826,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,40,-1.20921790599823,1.9659380912780762,0.5174786448478699,-0.0853380635380745,2.0336592569947243e-05,-9.007751941680908e-06,0.05918823711472687,1.0031352985201014,0.03704936569194646,1.0401846642120478,-0.9319667678654504,1.3738050439282152,0.9857873673554597,18.659378516557226,-0.059188259356952766,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,41,-1.2091976404190063,1.9659290313720703,0.5174786448478699,-0.0853380635380745,-1.1462485417723656e-05,5.431473255157471e-06,0.057601809023674094,0.8949465640927416,0.033663995374435804,0.9286105594671774,-0.8390451907289318,1.236558429737242,0.7925281078202907,18.662680717006477,-0.057601821707895566,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,42,-1.2092090845108032,1.9659345149993896,0.5174786448478699,-0.0853380635380745,6.120884791016579e-06,-3.1366944313049316e-06,0.056202677049376266,0.8099127634337387,0.030135713862896665,0.8400484772966355,-0.7549937704210521,1.1128300844011974,0.6450150199785097,18.66536827958972,-0.056202683927172564,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,43,-1.2092030048370361,1.9659314155578613,0.5174786448478699,-0.0853380635380745,-3.088032826781273e-06,1.5869736671447754e-06,0.05496876480005528,0.7266821282146534,0.02720592693693117,0.7538880551515845,-0.6795685061667919,1.001587882718407,0.5210794150870897,18.66753944381925,-0.0549687682720047,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,44,-1.2092061042785645,1.9659329652786255,0.5174786448478699,-0.0853380635380745,1.6505364328622818e-06,-5.587935447692871e-07,0.05388084214431515,0.6550314046425053,0.024654214200981357,0.6796856188434867,-0.611572042675725,0.9011362755129055,0.422815700914736,18.669301175906394,-0.05388084388687664,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,45,-1.2092044353485107,1.9659323692321777,0.5174786448478699,-0.0853380635380745,-1.091277226805687e-06,1.564621925354004e-07,0.05292094208555105,0.5891050101620543,0.02199111307453134,0.6110961232365857,-0.5504410290615969,0.8110569140104238,0.3421036123248273,18.670726607624413,-0.05292094318798755,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,46,-1.2092055082321167,1.9659324884414673,0.5174786448478699,-0.0853380635380745,9.05478373169899e-07,-5.21540641784668e-08,0.0520733136675194,0.5307345784968927,0.019762948308965154,0.5504975268058578,-0.49537519467448365,0.7299769849431303,0.27733924256354353,18.67188218780176,-0.05207331457449849,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,47,-1.2092045545578003,1.9659324884414673,0.5174786448478699,-0.0853380635380745,-9.124632924795151e-07,2.7567148208618164e-07,0.05132450388606739,0.4772194271602189,0.01781635728166261,0.4950357844418815,-0.44585957432605383,0.6570106695556762,0.22447838748044677,18.672817514416263,-0.0513245048392641,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,48,-1.2092055082321167,1.9659327268600464,0.5174786448478699,-0.0853380635380745,6.968621164560318e-07,-3.7997961044311523e-07,0.050662416458575804,0.42991931821112905,0.01602011325696116,0.44593943146809023,-0.4012568922026514,0.5913223737383158,0.18198114092194334,18.673575769170103,-0.05066241725230201,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,49,-1.2092047929763794,1.9659323692321777,0.5174786448478699,-0.0853380635380745,-3.909226506948471e-07,1.564621925354004e-07,0.0500767243908242,0.38667031799885654,0.014430106998797553,0.4011004249976541,-0.36114058512600344,0.5322139072392664,0.1473222485206756,18.674189611872272,-0.05007672481189538,False
pure,0,14,1,0.049557969181566915,50,-7.252602781473274,9.005330604340822,450.26653021704107,18.67468703482426,50,-1.209205150604248,1.9659324884414673,0.5174786448478699,-0.0853380635380745,2.3492611944675446e-07,7.450580596923828e-09,0.049557969181566915,0.34817370735850095,0.012980468374656275,0.3611541757331572,-0.3250208883865379,0.4790105116896264,0.11938150847660958,18.67468703482426,-0.049557969416611156,True
