mode,seed,episode_idx,success,final_distance,length,return,tau_effort,tau_sum_total,energy,step,theta1,theta2,target_x,target_y,action0,action1,distance,tau1,tau2,tau_sum,omega1,omega2,power,cumulative_energy,reward,done
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,1,0.0,0.0,0.5041968822479248,-0.4347134828567505,-0.10000000149011612,-0.10000000149011612,0.3444497387138826,16.852819635614797,4.377818978778773,21.23063861439357,-3.0781248785277366,19.67682962831087,138.01668158274245,0.5750695065947602,-0.3552064793838371,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,2,-0.10000000149011612,-0.10000000149011612,0.5041968822479248,-0.4347134828567505,-0.10000000149011612,-0.10000000149011612,0.36137668475499785,20.0,4.467277022132597,24.4672770221326,-4.627094667494143,15.309185514939013,160.9322660283351,1.2456206150461564,-0.3737517446288218,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,3,-0.20000000298023224,-0.20000000298023224,0.5041968822479248,-0.4347134828567505,-0.10000000149011612,-0.10000000149011612,0.36734450738046165,20.0,4.17705002990704,24.17705002990704,-6.203678703089264,11.37826692768233,171.60116427235104,1.9606254661809523,-0.37957445375817284,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,4,-0.30000001192092896,-0.30000001192092896,0.5041968822479248,-0.4347134828567505,-0.10000000149011612,-0.10000000149011612,0.3636206106024533,20.0,3.908574518520244,23.908574518520243,-7.805229388787154,7.840440199151308,186.74953255212768,2.7387485184814846,-0.37571631922447113,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,5,-0.4000000059604645,-0.4000000059604645,0.5041968822479248,-0.4347134828567505,0.07102102786302567,-0.10000000149011612,0.35782457220817476,12.631653927928808,1.3559169039536625,13.98757083188247,-6.402207553313651,4.656366997925158,87.18411691172855,3.102015672280354,-0.36494101155549535,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,6,-0.3289789855480194,-0.5,0.5041968822479248,-0.4347134828567505,-0.007596977986395359,-0.10000000149011612,0.34872175934073063,2.705486136952094,1.8336780851255154,4.539164222077609,-5.9443142696557745,1.7906710117394362,19.365774042136348,3.182706397455922,-0.3510916296119147,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,7,-0.3365759551525116,-0.6000000238418579,0.5041968822479248,-0.4347134828567505,0.10000000149011612,-0.10000000149011612,0.33999386768814877,20.0,0.4118385306581867,20.411838530658187,-3.902732418475508,-0.7883077290186415,78.37930386633569,3.5092868302323206,-0.35034120831623555,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,8,-0.23657596111297607,-0.699999988079071,0.5041968822479248,-0.4347134828567505,-0.022245578467845917,-0.10000000149011612,0.3295722366665995,6.932396410632656,1.1546060383854144,8.08700244901807,-3.093503448308162,-3.1097034936321455,25.035874632667138,3.6136029745351004,-0.33371818234613615,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,9,-0.2588215470314026,-0.800000011920929,0.5041968822479248,-0.4347134828567505,0.10000000149011612,-0.10000000149011612,0.31982885212104556,20.0,0.06977441116900893,20.06977441116901,-1.088904281559242,-5.198506678279138,22.140808373619926,3.705856342758517,-0.33000516068938773,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,10,-0.15882153809070587,-0.9000000357627869,0.5041968822479248,-0.4347134828567505,-0.000745587982237339,-0.10000000149011612,0.30873289696455775,7.138001240313212,0.8315506986241401,7.969551938937352,-0.2931567511323312,-7.078889265680277,7.979008567548132,3.7391022117899677,-0.3128176757145831,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,11,-0.15956711769104004,-1.0,0.5041968822479248,-0.4347134828567505,0.10000000149011612,-0.10000000149011612,0.2982803098577647,20.0,0.20811086303688567,20.208110863036886,1.6823687093741833,-8.770767155408766,35.47266610969135,3.886904987247015,-0.30852578665204083,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,12,-0.05956711620092392,-1.100000023841858,0.5041968822479248,-0.4347134828567505,-0.05033741146326065,-0.10000000149011612,0.28396637108373174,11.106405363648978,1.868999661305824,12.975405024954803,0.7598242136880149,-10.293664849352833,27.677771839371047,4.002229036577728,-0.29056602830013617,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,13,-0.10990452766418457,-1.2000000476837158,0.5041968822479248,-0.4347134828567505,0.10000000149011612,-0.10000000149011612,0.27029349117702894,20.0,0.4306540028363247,20.430654002836324,2.712900800345831,-11.664324026458184,59.28130383929075,4.24923446924144,-0.28065023954120477,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,14,-0.0099045280367136,-1.3000000715255737,0.5041968822479248,-0.4347134828567505,0.04420294612646103,-0.10000000149011612,0.25595732194455345,11.571437846472483,0.06693327224728429,11.638371118719768,3.873422455082482,-12.89791835884207,45.684367073053416,4.439585998712496,-0.2618858414065108,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,15,0.03429841995239258,-1.399999976158142,0.5041968822479248,-0.4347134828567505,0.03222166746854782,-0.10000000149011612,0.23986552502047387,3.32441396436677,0.5629005761901048,3.8873145405568748,4.259400228819382,-14.008208477822418,22.04523822407152,4.531441157979461,-0.24191424530448472,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,16,0.0665200874209404,-1.5,0.5041968822479248,-0.4347134828567505,0.054659225046634674,-0.10000000149011612,0.22270069104546728,8.79961043328532,0.09968619523590319,8.899296628521224,5.145281607056676,-15.00756655655336,46.77252092141938,4.7263266618187085,-0.2272643026507769,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,17,0.12117931246757507,-1.600000023841858,0.5041968822479248,-0.4347134828567505,0.011742345057427883,-0.10000000149011612,0.20301893503372345,3.1736156899429373,0.875056939890434,4.048672629833371,4.912569727729277,-15.906418736195588,29.509630469771515,4.849283455442756,-0.20514395840542002,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,18,0.13292165100574493,-1.7000000476837158,0.5041968822479248,-0.4347134828567505,0.09103172272443771,-0.10000000149011612,0.18329803214014592,17.65360016507023,0.6562633540708872,18.309863519141118,6.606074100342854,-16.715921322581693,127.5910374218213,5.380912778033679,-0.19258819250379478,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,19,0.22395338118076324,-1.8000000715255737,0.5041968822479248,-0.4347134828567505,-0.053218044340610504,-0.10000000149011612,0.15917603266096306,20.0,1.944627685189777,21.944627685189776,4.7988231479410075,-17.44428849318957,129.89910931111405,5.9221590668299875,-0.1702616256301425,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,20,0.17073532938957214,-1.899999976158142,0.5041968822479248,-0.4347134828567505,0.10000000149011612,-0.10000000149011612,0.1351614573471716,18.799536150202734,0.841358739310752,19.640894889513486,6.588351347102603,-18.0999030565966,139.0864609374372,6.5016859874026425,-0.14512332615468604,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,21,0.27073532342910767,-2.0,0.5041968822479248,-0.4347134828567505,0.036254219710826874,-0.08486931771039963,0.11005083360224505,2.137389903523089,0.030176720790125813,2.167566624313215,6.799617485452187,-18.326802833829426,15.086476573316716,6.564546306458129,-0.11122690542341293,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,22,0.30698955059051514,-2.084869384765625,0.5041968822479248,-0.4347134828567505,0.02881484478712082,0.009584851562976837,0.08811801984490246,1.7309137685035845,1.5608691068505374,3.291782875354122,6.811212011797869,-16.2640728321658,37.175709486712655,6.7194450959860985,-0.08979427844652078,False
pirl,2,10,1,0.04950138487115705,24,-6.18647413967851,14.63491086148324,351.23786067559774,7.538877468947894,23,0.33580440282821655,-2.075284481048584,0.5041968822479248,-0.4347134828567505,-0.05788848549127579,0.02214118093252182,0.06724684986863984,20.0,0.09887790328175765,20.098877903281757,4.799707729715184,-14.106220652531835,97.38894811565585,7.125232379801331,-0.07735826711200086,False
