mode,seed,episode_idx,success,final_distance,length,return,tau_effort,tau_sum_total,energy,step,theta1,theta2,target_x,target_y,action0,action1,distance,tau1,tau2,tau_sum,omega1,omega2,power,cumulative_energy,reward,done
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,1,0.0,0.0,0.722525417804718,0.3700121343135834,0.10000000149011612,0.10000000149011612,0.5890358838457314,20.0,20.0,40.0,7.982834256353141,-60.40486223517145,1367.7539298304919,5.698974707627049,-0.589177305208489,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,2,0.10000000149011612,0.10000000149011612,0.722525417804718,0.3700121343135834,0.10000000149011612,0.10000000149011612,0.5120499147394223,20.0,2.351834432533207,22.351834432533206,9.737152584455032,-58.60321352462102,332.56810711340006,7.084675153932883,-0.5121913361021799,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,3,0.20000000298023224,0.20000000298023224,0.722525417804718,0.3700121343135834,0.10000000149011612,0.10000000149011612,0.4715821414083924,20.0,6.962269804125594,26.962269804125594,11.02814761625282,-50.34289213639614,571.063750098639,9.464107446010546,-0.4717235627711501,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,4,0.30000001192092896,0.30000001192092896,0.722525417804718,0.3700121343135834,0.015514712780714035,0.10000000149011612,0.4551360582599221,20.0,6.476371841286287,26.476371841286287,12.364964776240022,-42.90860288699375,525.1913630110622,11.652404791889971,-0.45523725463839154,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,5,0.3155147135257721,0.4000000059604645,0.722525417804718,0.3700121343135834,-0.10000000149011612,0.10000000149011612,0.44888067242838614,20.0,6.021467263161853,26.021467263161853,13.744093047255427,-36.21774256253158,492.96581213101615,13.70642900910254,-0.44902209379114383,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,6,0.21551471948623657,0.5,0.722525417804718,0.3700121343135834,-0.015456650406122208,0.10000000149011612,0.4422803706389724,20.0,5.59696556338875,25.59696556338875,15.162056056066335,-30.19596827051563,472.24691568458206,15.674124491121631,-0.44238155813634983,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,7,0.20005807280540466,0.6000000238418579,0.722525417804718,0.3700121343135834,-0.0917925238609314,0.10000000149011612,0.42892672690121536,20.0,5.201854691416532,25.201854691416532,16.615456559736742,-24.77637140770128,461.19221503816414,17.595758720447314,-0.4290624688204945,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,8,0.10826554149389267,0.699999988079071,0.722525417804718,0.3700121343135834,0.021258022636175156,0.10000000149011612,0.40545431542883514,20.0,4.83483466298455,24.834834662984548,18.101007668156036,-19.89873423116837,458.22724337349075,19.50503890117019,-0.40555654998610613,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,9,0.12952356040477753,0.800000011920929,0.722525417804718,0.3700121343135834,-0.10000000149011612,0.10000000149011612,0.37034434163916347,20.0,4.494420120846966,24.494420120846968,19.615553849682506,-15.508860772288742,462.01441290003885,21.430098954920354,-0.37048576300192115,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,10,0.029523562639951706,0.9000000357627869,0.722525417804718,0.3700121343135834,-0.004033643752336502,0.10000000149011612,0.33181635726822567,9.802410233669963,2.0783359248262934,11.880746158496256,18.391118330551404,-11.557952041782238,204.29859347788775,22.281343094411554,-0.331916438592803,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,11,0.025489918887615204,1.0,0.722525417804718,0.3700121343135834,-0.09995558112859726,0.10000000149011612,0.29342836355499047,20.0,1.0856034844929852,21.085603484492985,16.252403778160126,-8.002179419356079,333.73526942439355,23.671906717013194,-0.2935697535061004,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,12,-0.07446566224098206,1.100000023841858,0.722525417804718,0.3700121343135834,0.03634267672896385,0.10000000149011612,0.25594830996031936,20.0,0.8417870513720389,20.841787051372037,14.145183759424372,-4.80196144165768,286.9459041512627,24.867514650976787,-0.2560547091686266,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,13,-0.038122985512018204,1.2000000476837158,0.722525417804718,0.3700121343135834,-0.10000000149011612,0.10000000149011612,0.22017120324217085,20.0,0.6221646623121156,20.622164662312116,12.06611658507354,-1.9217652617291243,242.5179861365777,25.878006259879193,-0.22031262460492854,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,14,-0.13812299072742462,1.3000000715255737,0.722525417804718,0.3700121343135834,-0.015871528536081314,0.10000000149011612,0.18695510407402308,20.0,0.4240998112150402,20.42409981121504,10.012168239823396,0.6704113002065739,200.52768610232195,26.713538285305535,-0.1870563557656029,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,15,-0.15399451553821564,1.399999976158142,0.722525417804718,0.3700121343135834,-0.07711070775985718,0.10000000149011612,0.15730951176889765,20.0,0.24526619390391954,20.24526619390392,7.980575227668146,3.0033702059487055,160.3481297326604,27.381655492524953,-0.15743578948386538,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,16,-0.23110522329807281,1.5,0.722525417804718,0.3700121343135834,0.00314363487996161,0.10000000149011612,0.1325392761743206,20.0,0.08361958272142797,20.08361958272143,5.968811021576929,5.103033221116623,119.80293394010194,27.880834383942044,-0.13263932558061065,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,17,-0.22796158492565155,1.600000023841858,0.722525417804718,0.3700121343135834,-0.09821349382400513,0.0391111746430397,0.11521149191770219,20.0,1.096591511511135,21.096591511511136,4.077757765739363,5.531398090437914,87.62083950755037,28.245921215223504,-0.11531720650705957,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,18,-0.32617509365081787,1.6391111612319946,0.722525417804718,0.3700121343135834,0.08324829488992691,-0.008611388504505157,0.10381473400549351,11.518148688000945,1.3405418242966602,12.858690512297606,3.059703909994358,4.771611533596593,41.63866940665544,28.41941567108457,-0.10389842650399864,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,19,-0.24292679131031036,1.6304998397827148,0.722525417804718,0.3700121343135834,-0.09291499853134155,0.007299371063709259,0.09927469182181645,20.0,1.6189123478265708,21.61891234782657,1.2236807304139923,4.469608709455358,31.709519337970306,28.55153866832611,-0.09936789310145665,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,20,-0.3358417749404907,1.6377991437911987,0.722525417804718,0.3700121343135834,0.10000000149011612,-0.007879920303821564,0.09328187587870317,16.532065041754656,0.7216848430648661,17.253749884819523,2.801405516964113,3.8334916060866897,49.0795910029102,28.756036964171567,-0.0933821858690496,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,21,-0.2358417809009552,1.6299192905426025,0.722525417804718,0.3700121343135834,-0.10000000149011612,0.008638553321361542,0.09267315721632782,20.0,1.5318034841085504,21.53180348410855,0.9568698632252155,3.6575058703221104,24.739977499811193,28.859120203754113,-0.09277352964999024,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,22,-0.3358417749404907,1.6385577917099,0.722525417804718,0.3700121343135834,0.10000000149011612,-0.00866294652223587,0.09112940678437448,15.401842655364343,0.6846628268795351,16.08650548224388,2.4255779789451797,3.0838090294346374,39.46973978767966,29.023577452869446,-0.09122978131910062,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,23,-0.2358417809009552,1.6298948526382446,0.722525417804718,0.3700121343135834,-0.10000000149011612,0.00866294652223587,0.09302441340428406,20.0,1.4799207082649724,21.479920708264974,0.5761067887394589,2.983374380346437,15.93729330077105,29.08998284162266,-0.0931247879390102,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,24,-0.3358417749404907,1.6385577917099,0.722525417804718,0.3700121343135834,0.10000000149011612,-0.00866294652223587,0.0940961370112851,16.319583062359452,0.7961121906275537,17.115695252987006,2.125409502176717,2.4770885709153587,36.65783732087089,29.24272383045962,-0.09419651154601123,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,25,-0.2358417809009552,1.6298948526382446,0.722525417804718,0.3700121343135834,-0.10000000149011612,0.00866294652223587,0.09694304904915883,20.0,1.438055523069759,21.43805552306976,0.27193510577925406,2.4373280852202597,8.943715230069117,29.27998931058491,-0.09704342358388497,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,26,-0.3358417749404907,1.6385577917099,0.722525417804718,0.3700121343135834,0.10000000149011612,-0.00866294652223587,0.09925362744962508,17.054265196240454,0.8859537926660006,17.940218988906455,1.8856750413811196,1.9856452101387017,33.91799213445677,29.421314277811813,-0.09935400198435122,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,27,-0.2358417809009552,1.6298948526382446,0.722525417804718,0.3700121343135834,-0.10000000149011612,0.00866294652223587,0.1021759100568608,20.0,1.404008869712267,21.404008869712268,0.0289306167887049,1.9950307556843647,3.3796532121037126,29.435396166195577,-0.10227628459158694,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,28,-0.3358417749404907,1.6385577917099,0.722525417804718,0.3700121343135834,0.10000000149011612,-0.00866294652223587,0.10492660820013143,17.642615392562963,0.9583671008238658,18.60098249338683,1.6942144755641368,1.5875762560311553,31.411855238720214,29.566278896356913,-0.10502698273485757,False
pure,0,9,0,0.13841687587448886,200,-30.318124480943805,21.259005068999674,4251.8010137999345,43.014451745342406,29,-0.2358417809009552,1.6298948526382446,0.722525417804718,0.3700121343135834,-0.10000000149011612,0.00866294652223587,0.10753142781033947,20.0,1.3763426387725106,21.37634263877251,-0.1651965360570271,1.6367700545128125,5.556687137032533,29.58943175942788,-0.10763180234506561,False
