#{"t_start": 1776692785.0672116, "env_id": null}
r,l,t,is_success,final_distance,tau_sum_total,episode_energy,episode_mean_tau_sum
-31.840065,200,1.28511,0.0,0.20763812505925328,3401.481686726484,19.648242566298826,17.00740843363242
-76.045682,200,1.407623,0.0,0.48721937948275357,3147.6271697151424,18.43980740034148,15.738135848575713
-93.631063,200,1.529992,0.0,0.36410191549436177,3488.2549864411785,19.567343343278864,17.441274932205893
-141.134744,200,1.653497,0.0,0.6907947796227134,3338.315767874873,20.512292130503877,16.691578839374365
-88.108121,200,1.776045,0.0,0.4357226662945487,3306.004525203796,18.717252506098983,16.53002262601898
-119.987159,200,1.897077,0.0,0.6637781379098158,3295.667210867916,19.07543424156373,16.47833605433958
-156.174712,200,2.021901,0.0,0.8102252666312206,3566.196917700323,20.119857263587033,17.830984588501614
-174.485139,200,2.138412,0.0,0.8576433022229305,3354.4664232695013,20.14131611376568,16.772332116347506
-197.659939,200,2.255441,0.0,1.0772353205080742,3321.9535019403315,18.424640838038584,16.60976750970166
-103.189867,200,2.371901,0.0,0.525636234507706,3410.5689044202177,20.03381697500896,17.05284452210109
-77.543581,200,2.825128,0.0,0.3219841435278369,3541.8266333585966,21.296203653287776,17.709133166792984
-157.831975,200,2.955649,0.0,0.750066561815283,3519.325915507475,20.6969852794686,17.596629577537374
-105.170313,200,3.08611,0.0,0.45169534798518096,3332.420737510155,19.115539212042187,16.662103687550776
-136.428927,200,3.21264,0.0,0.7045880982691036,3382.601690951238,19.571070600076677,16.91300845475619
-151.525117,200,3.337665,0.0,0.9175282530757021,3557.6681785770493,20.28600138655326,17.788340892885245
-78.526463,200,3.470359,0.0,0.35169310415414995,3453.1867687741023,19.783269616454746,17.265933843870513
-164.613706,200,3.637436,0.0,0.8224931146104174,3505.9371563885497,20.65588066089499,17.52968578194275
-128.333913,200,3.764932,0.0,0.6647154799824865,3309.8828905173946,19.665234133645807,16.549414452586973
-99.290774,200,3.891994,0.0,0.5178898445282386,3513.2752779453726,19.91800260725093,17.566376389726862
-142.761698,200,4.020655,0.0,0.766699990556719,3294.2050366279727,19.091226546066213,16.471025183139865
-163.039947,200,4.549228,0.0,0.8153946679550444,3389.582980670171,19.912678465255283,16.947914903350853
-142.299613,200,4.704764,0.0,0.6961892681702833,3365.374221960784,19.581377809570416,16.826871109803918
-105.327998,200,4.839854,0.0,0.5471726878407748,3676.5064214225376,20.402310521573984,18.382532107112688
-172.742479,200,4.970404,0.0,0.8666362696357619,3364.467831532027,19.409022450195618,16.822339157660135
-60.30489,200,5.104515,0.0,0.29842676048093675,3630.2105402845523,20.84039735572287,18.15105270142276
