#{"t_start": 1773890951.4204524, "env_id": null}
r,l,t,is_success,final_distance
-87.123067,200,1.362753,0.0,0.5072315906973124
-98.046984,200,1.483936,0.0,0.8605553225180532
-115.418705,200,1.605014,0.0,0.07039368900200575
-115.233334,200,1.730677,0.0,0.4105600965836899
-183.687363,200,1.861952,0.0,1.0023465528731368
-123.896487,200,1.979187,0.0,0.6604507720083724
-196.676012,200,2.100011,0.0,1.2117975053982541
-151.335067,200,2.235535,0.0,0.7993160998668624
-182.974157,200,2.383826,0.0,0.8449251938491303
-122.658587,200,2.509874,0.0,0.8500633931559394
-33.604508,93,2.899533,1.0,0.04452497626442257
-197.387563,200,3.058197,0.0,0.6875714019564443
-124.078878,200,3.187711,0.0,0.46093840666422636
-324.539947,200,3.308233,0.0,1.8275454306807375
-166.257747,200,3.439473,0.0,0.9173536941028355
-124.107415,200,3.556462,0.0,0.4188024803956076
-65.507736,200,3.673977,0.0,0.05947869066292388
-174.644106,200,3.790498,0.0,1.222671560161858
-136.58834,200,3.908716,0.0,0.7391765151232077
-182.753794,200,4.027158,0.0,1.2221926231109475
-179.795248,200,4.134687,0.0,0.5873073795872087
-183.216342,200,4.56872,0.0,0.3789074917245512
-116.261393,200,4.704229,0.0,0.6678625666921232
-191.786255,200,4.819754,0.0,1.397203404286836
-149.945307,200,4.936814,0.0,0.6282835882136776
-145.188689,200,5.055884,0.0,0.39672866997714357
-107.457132,200,5.169422,0.0,0.6667464615400395
-43.824735,163,5.263929,1.0,0.04383704655862864
-196.401288,200,5.377449,0.0,1.3005106465077885
-97.549981,200,5.496963,0.0,1.2857449597357833
-102.076105,152,5.580489,1.0,0.043684815094418246
-97.666545,200,6.017539,0.0,0.8102555849914209
-188.31887,200,6.153011,0.0,0.9646107967805775
-161.075909,200,6.276006,0.0,1.2391966302794932
-105.182471,200,6.392216,0.0,0.6300708208673163
-123.215861,200,6.533683,0.0,0.43703360854058104
-108.081658,200,6.695563,0.0,0.8165925843272283
-155.699932,200,6.838645,0.0,0.7493684779658293
-200.246342,200,6.977699,0.0,0.9027286964534227
-175.959655,200,7.113509,0.0,1.200154741881197
-177.570778,200,7.243065,0.0,0.6176932797406433
-122.352357,200,7.773816,0.0,0.8391148296615445
-101.66385,198,7.924331,1.0,0.03380175162357802
-118.083267,200,8.063374,0.0,0.3967531295334576
-90.810506,200,8.193312,0.0,0.3652080862290452
-176.051283,200,8.319837,0.0,0.5060143874893185
-52.655242,200,8.443898,0.0,0.5803829392650041
-125.400805,200,8.597574,0.0,0.4715238949458122
-129.378424,200,8.770399,0.0,0.4223762476587165
-120.686863,200,8.93847,0.0,0.7612819262701511
-172.640213,200,9.1005,0.0,1.1010399732515912
-128.871057,200,9.237032,0.0,0.8463518263220523
-137.916455,200,9.917247,0.0,0.6511079042780973
-148.002916,200,10.053156,0.0,0.9249784846609924
-175.165185,200,10.191344,0.0,0.9183674843423174
-164.682567,200,10.304862,0.0,0.7088930555216468
-77.752259,200,10.431885,0.0,0.26029929056248896
-120.886981,200,10.553509,0.0,0.8333413358367345
-144.211483,200,10.708917,0.0,0.9096859812759284
-127.188356,200,10.848599,0.0,0.19398225800415592
-146.776518,200,10.962635,0.0,1.2133131163710988
-129.174449,200,11.074175,0.0,0.8203418655823774
-91.104423,200,11.560446,0.0,0.45711907162065774
-199.097643,200,11.716866,0.0,1.1324121170382713
-97.932353,200,11.839388,0.0,0.30243656170910965
-93.167804,200,11.958035,0.0,0.6323304143902884
-110.972597,200,12.071107,0.0,0.6664996233681995
-102.808301,200,12.187595,0.0,0.5665117749487517
-145.762505,200,12.299109,0.0,0.5223496812664816
-145.479358,200,12.414637,0.0,0.3343886770751062
-194.644547,200,12.528189,0.0,1.461200870628009
-140.020425,200,12.64164,0.0,0.7440747585652496
-86.170868,200,13.104048,0.0,0.3329303518410062
-120.07376,200,13.25158,0.0,0.725830614199656
-143.081347,200,13.367665,0.0,0.7618375215018124
-118.455645,200,13.485104,0.0,0.6843149097914889
-79.649129,200,13.603144,0.0,0.7758368909315753
-129.772162,200,13.71967,0.0,0.3088418133514406
-100.270495,200,13.835188,0.0,0.46786695138321727
-140.757507,200,13.949724,0.0,0.6761386375679096
-91.393233,200,14.062759,0.0,0.4795318916297372
-61.370331,200,14.169771,0.0,0.5066371423231134
-77.941028,200,14.609833,0.0,0.5687389907785135
-86.585781,200,14.761069,0.0,0.5360114813784381
-117.620403,200,14.898511,0.0,0.9312426031585548
-123.795911,200,15.057502,0.0,0.30163157391538803
-95.466399,200,15.191264,0.0,0.4758224433775709
-175.46451,200,15.334782,0.0,0.8343854425950907
-89.462465,200,15.473831,0.0,0.5198760709627573
-114.903972,200,15.604368,0.0,0.4842933602272115
-110.352845,200,15.715894,0.0,0.18225804334065718
-112.843447,200,15.847085,0.0,0.7031474481233758
-80.969881,200,15.989742,0.0,0.7014756692824763
-87.05998,200,16.61189,0.0,0.692903778267601
-82.939809,200,16.761929,0.0,0.5176553425305613
-116.926574,200,16.895652,0.0,0.7515425202973413
-45.899967,90,16.971172,1.0,0.03528521252547545
-108.801795,200,17.144326,0.0,0.508324248288216
-98.345888,200,17.318143,0.0,0.5431744373461829
-90.328929,200,17.45741,0.0,0.43300213594934484
-65.709319,200,17.596933,0.0,0.6073132578924503
-126.840394,200,17.73145,0.0,0.26462184915204556
-0.937956,5,17.73545,1.0,0.025304578730473398
