#{"t_start": 1774114215.1042671, "env_id": null}
r,l,t,is_success,final_distance
-232.807279,200,9.321562,0.0,1.6202654019293927
-137.459757,200,9.444114,0.0,0.5703018687818473
-108.920345,200,9.878484,0.0,0.3579222996550923
-120.193166,200,10.011007,0.0,0.32094210475392726
-152.038868,200,10.133564,0.0,0.362756898881377
-121.671665,200,10.253031,0.0,0.31040981576297344
-185.151705,200,10.36809,0.0,0.6223433566539635
-143.845885,200,10.484618,0.0,0.8124186817756577
-144.651152,200,10.602753,0.0,0.4683348819170143
-104.803182,141,10.683269,1.0,0.04210000731741943
-171.186131,200,10.79779,0.0,0.8639657041429605
-138.000649,200,10.917351,0.0,0.46622071774789986
-134.431735,200,11.356314,0.0,0.539365832063984
-162.802746,200,11.503335,0.0,0.6917887989840047
-102.187534,200,11.632862,0.0,0.31120919282500276
-110.87191,200,11.757376,0.0,0.6482813184141013
-124.639035,200,11.882226,0.0,0.6714905557087275
-18.220012,56,11.916887,1.0,0.045283600643466294
-150.715562,200,12.038415,0.0,0.6505804518570559
-131.440739,200,12.150934,0.0,0.26501034333991674
-141.734453,200,12.26547,0.0,0.8253293643482422
-95.208104,154,12.354953,1.0,0.043472403039593335
-136.658175,200,12.471994,0.0,0.360602073369225
-3.225861,10,12.477995,1.0,0.03790794433745743
-110.818152,200,12.905671,0.0,0.5986280985826904
-158.192452,200,13.047203,0.0,0.7182253756758529
-111.410407,200,13.174195,0.0,0.7469820525988984
-28.392949,60,13.212194,1.0,0.041312033854912715
-143.644381,200,13.326768,0.0,0.7662386899973999
-130.903066,200,13.446229,0.0,0.7138484269157563
-127.082,200,13.563757,0.0,0.4784352784192491
-148.024665,200,13.681825,0.0,0.6989479499888668
-167.407954,200,13.799333,0.0,0.5178937171543435
-88.735221,200,13.915831,0.0,0.7798973869707602
-89.265298,200,14.041021,0.0,0.621458744486017
-86.547474,200,14.527617,0.0,0.1755269807090306
-27.114798,76,14.585869,1.0,0.04884848282514021
-127.457075,200,14.714972,0.0,1.1319723279395273
-181.545347,200,14.832116,0.0,0.36992800640495127
-137.656958,200,14.949654,0.0,0.3613631730356164
-105.996311,200,15.068247,0.0,0.45344831789659523
-114.531506,200,15.196798,0.0,0.5521728338131814
-79.136233,157,15.289364,1.0,0.039876874812894696
-118.085721,200,15.402743,0.0,0.7386948463662604
-40.62436,57,15.433743,1.0,0.043605033906446
-46.344356,145,15.518261,1.0,0.04168796187988434
-156.513015,200,15.636794,0.0,1.0192262584732261
-144.3555,200,16.050858,0.0,0.599291360855647
-1.001814,4,16.05386,1.0,0.04155399800744859
-96.674245,200,16.200887,0.0,0.7617822636779068
-70.651289,123,16.279396,1.0,0.04490722783074372
-109.216338,200,16.39885,0.0,0.4268738218297196
-110.491922,200,16.516326,0.0,0.5357152470628339
-121.867588,200,16.632865,0.0,0.49195702940656755
-30.765481,113,16.699387,1.0,0.044835657916156756
-87.724409,200,16.815893,0.0,0.25493790695000573
-38.988117,94,16.876025,1.0,0.041454374573150855
-90.250107,200,17.003535,0.0,0.44644210363521103
-133.440151,200,17.14533,0.0,0.6902620599785282
-107.425409,200,17.266994,0.0,0.483035921368975
-161.328075,200,17.704792,0.0,0.378622362300761
-0.464481,3,17.708792,1.0,0.04866493727676751
-86.496855,200,17.852783,0.0,0.8047499017546094
-105.962977,200,17.969837,0.0,0.6459217164663704
-93.382457,200,18.088336,0.0,0.23605745616979387
-44.557691,103,18.151337,1.0,0.03921704851800083
-150.654738,200,18.266865,0.0,0.7423786573688348
-1.405398,5,18.270388,1.0,0.043476086188044924
-187.580467,200,18.385923,0.0,0.9370868085221745
-120.442555,200,18.504359,0.0,0.6431054226627004
-105.173634,200,18.623963,0.0,0.22473423628065164
-127.866542,200,18.740489,0.0,0.3783865649024042
-29.461949,79,18.786057,1.0,0.048881803968591084
-158.002029,200,19.207887,0.0,0.3423030328418361
-100.051423,200,19.356406,0.0,0.5102507234880782
-75.751097,200,19.477509,0.0,0.7457506142189896
-90.337246,200,19.602998,0.0,0.33517724900275453
-123.189866,200,19.73051,0.0,0.3869708644594082
-93.40331,200,19.858024,0.0,0.3435045145109176
-175.816471,200,19.976054,0.0,0.8430673184353499
-113.208352,200,20.102715,0.0,0.35687426492041
-165.149314,200,20.215428,0.0,0.8071170841556912
-19.958478,77,20.260436,1.0,0.03193682702860145
-95.207999,200,20.381485,0.0,0.6124307825768259
-74.506773,124,20.78995,1.0,0.0488913320816936
-146.441847,200,20.937482,0.0,0.4628170568418207
-116.064044,200,21.061562,0.0,0.6123570039332777
-117.607106,200,21.184593,0.0,0.47815264465866913
-38.257579,104,21.246555,1.0,0.04200397179963391
-108.701455,200,21.364093,0.0,0.3265093419526739
-97.603908,200,21.4822,0.0,0.5438581341715591
-142.010073,200,21.600717,0.0,0.17101716687976126
-101.507029,200,21.715757,0.0,0.49542680613129525
-81.519614,145,21.798203,1.0,0.04777292361939094
-95.38606,200,21.911738,0.0,0.5526849445189054
-77.910099,200,22.377203,0.0,0.8242226083860519
-109.645548,200,22.53926,0.0,0.41731721911833813
-78.59221,200,22.683338,0.0,0.17591634654860747
-91.578488,200,22.806087,0.0,0.555671367777455
-115.706247,200,22.927638,0.0,0.30903334042586383
-93.492905,200,23.047322,0.0,0.5693536694178163
-106.122519,200,23.169434,0.0,0.7641382343858035
-33.736984,87,23.217951,1.0,0.04577950365351549
-13.174702,59,23.252951,1.0,0.04817927952215596
-107.780979,200,23.365518,0.0,0.28562671612624185
-44.299338,53,23.398056,1.0,0.040062999626714876
-100.390655,200,23.515601,0.0,0.23340722682399156
-0.093823,1,23.516601,1.0,0.013707282307983161
-98.217542,200,23.63315,0.0,0.5699443669404072
-52.615918,85,23.991144,1.0,0.03952197898393412
-100.541798,200,24.130671,0.0,0.4890692628249425
-109.196972,200,24.256196,0.0,0.7758000628320685
-112.520511,200,24.375227,0.0,0.9241507520041192
-103.989797,200,24.494687,0.0,0.26602479637793464
-169.357356,200,24.6129,0.0,0.9519460082617169
-10.556922,34,24.635895,1.0,0.04671215127851634
-99.84522,200,24.753468,0.0,0.5021015179297755
-152.603365,200,24.870959,0.0,0.7544841299500887
-90.534835,200,24.986996,0.0,0.5018691105425809
-4.06725,12,24.994999,1.0,0.0299884587979262
-110.979674,200,25.112257,0.0,0.3495674195381042
-11.165057,45,25.141255,1.0,0.03631006640504399
-30.864974,75,25.187804,1.0,0.034264374835748006
-45.116069,68,25.58275,1.0,0.046699047315756984
-91.537494,200,25.73993,0.0,0.5838702279676933
-24.555642,37,25.763931,1.0,0.041271508487390265
-116.664627,200,25.885155,0.0,0.3536137175953795
-25.334208,61,25.922152,1.0,0.044222039627029336
-98.117305,200,26.040683,0.0,0.8755099333989984
-15.303288,39,26.064689,1.0,0.04527384553670453
-125.935839,200,26.179742,0.0,0.7451829242189153
-110.428251,200,26.299286,0.0,0.7199223614040072
-104.922486,200,26.41884,0.0,0.5954928200158135
-82.412043,200,26.537325,0.0,0.3654941681775963
-111.620102,200,26.649859,0.0,0.682392808432577
-102.3532,200,26.765402,0.0,0.705228515510622
-125.106659,200,27.223039,0.0,0.5781191385010832
-23.323293,54,27.267042,1.0,0.036416890508260386
-95.379013,200,27.390666,0.0,0.3842851160072034
-123.079606,200,27.513205,0.0,0.733758925591431
-94.877353,200,27.635751,0.0,0.6163309768542372
-132.610819,200,27.759306,0.0,0.7273998365097802
-1.382072,5,27.763306,1.0,0.047098262758451234
-50.98227,119,27.834856,1.0,0.047168488113292724
-12.48386,42,27.86085,1.0,0.03553475115169124
-27.925435,68,27.903193,1.0,0.046777521288283844
-111.643385,200,28.025733,0.0,0.722925327222885
-124.050127,200,28.154399,0.0,0.828305986870373
-129.259224,200,28.281444,0.0,0.6595895954816989
-101.32557,200,28.402359,0.0,0.5729485405755693
-123.59944,200,28.8486,0.0,0.4753789049788422
-2.971849,9,28.855606,1.0,0.03611324311884286
-92.133821,200,28.990645,0.0,0.30438345300066827
-108.079836,200,29.110167,0.0,0.6129376004347935
-1.4981,5,29.11417,1.0,0.03358411385671635
-89.650428,200,29.233648,0.0,0.2971560319657853
-0.28391,2,29.234645,1.0,0.020427395306457215
-113.389788,200,29.346202,0.0,0.38471549108855746
-39.049148,98,29.401698,1.0,0.03905603183877306
-0.118988,1,29.403698,1.0,0.04993996555052286
-73.95846,200,29.521222,0.0,0.22287321701325596
-88.916393,200,29.638767,0.0,0.1890784874074926
-98.530313,200,29.7583,0.0,0.4741814167740795
-33.776824,99,29.816758,1.0,0.042074917769479504
-117.587255,200,29.934294,0.0,0.6790127920513931
-87.689162,200,30.355279,0.0,0.5635310922724018
-93.645266,200,30.496325,0.0,0.23889258630807497
-91.98796,200,30.618973,0.0,0.4790894351039066
-1.159824,5,30.622997,1.0,0.039119898081453594
-107.06752,200,30.749498,0.0,0.5573587469101093
-11.648246,48,30.784028,1.0,0.04521436802925332
-130.660395,200,30.912547,0.0,0.4156454240025708
-114.001746,200,31.035101,0.0,0.4937286350299027
-119.976714,200,31.156929,0.0,0.2234086540435093
-21.646052,40,31.18249,1.0,0.04754354145237402
-93.120842,200,31.298648,0.0,0.5239808625269005
-12.617729,50,31.33024,1.0,0.03184713126434781
-15.066123,49,31.35924,1.0,0.03730267584801033
-111.467705,200,31.475274,0.0,0.7843300908146587
-80.863242,200,31.913825,0.0,0.6631598007279509
-18.272825,70,31.960831,1.0,0.04918088318623622
-102.68759,200,32.091857,0.0,0.39190608910424946
-104.300962,200,32.213388,0.0,0.4494796329558712
-10.445797,40,32.238382,1.0,0.04865286838381137
-96.758835,200,32.360927,0.0,0.5802534486373385
-86.123262,200,32.472479,0.0,0.41310044112378397
-80.13584,200,32.589485,0.0,0.23936696244384964
-110.631136,200,32.706993,0.0,0.620193131187174
-0.095725,1,32.707994,1.0,0.015583597719581618
-84.901342,200,32.823419,0.0,0.5998374224584624
-16.955894,50,32.851436,1.0,0.041618221570628076
-131.19562,200,32.965947,0.0,0.8275766668278726
-101.296435,200,33.381569,0.0,0.5044054787343063
-18.309389,71,33.442563,1.0,0.035482938178268336
-31.612779,85,33.502074,1.0,0.03716229079581923
-112.581611,200,33.646599,0.0,0.6697569001122015
-0.315777,2,33.649602,1.0,0.04852659410514648
-0.609754,4,33.652599,1.0,0.01070710904838203
-126.253152,200,33.781641,0.0,0.7606703066717975
-148.625903,200,33.907148,0.0,0.8450079307022925
-90.213188,200,34.030846,0.0,0.42305647248161066
-106.74994,200,34.149971,0.0,0.16338385578273135
-0.103836,1,34.150995,1.0,0.023694552737418748
-120.625037,200,34.267439,0.0,0.11194988525559695
-108.586404,200,34.382429,0.0,0.48923039304020083
-64.112124,191,34.490988,1.0,0.04154874254337013
-125.013271,200,34.609482,0.0,0.7019387947464076
-69.893094,119,35.009173,1.0,0.036822884592528284
-70.551182,124,35.089688,1.0,0.03805126515856096
-79.612916,200,35.214238,0.0,0.2645130599549577
-148.036771,200,35.334789,0.0,0.5297231044219786
-45.269756,77,35.382323,1.0,0.027568317024928585
-126.101328,200,35.496817,0.0,0.5051946017018818
-91.39961,200,35.616781,0.0,0.3535680365130288
-111.499497,200,35.737279,0.0,0.15838584395657523
-0.585944,3,35.740296,1.0,0.019060469842589082
-12.769266,50,35.766301,1.0,0.04516425882556748
-155.945952,200,35.88535,0.0,0.6866815073077119
-95.193676,200,35.998875,0.0,0.5355897694950554
-138.743439,200,36.115425,0.0,0.8300347561607785
-94.914083,200,36.538511,0.0,0.6458063269507697
-0.115197,1,36.53951,1.0,0.03505510953179719
-14.064342,27,36.562518,1.0,0.0493322412703825
-117.094296,200,36.71411,0.0,0.4089376691537746
-104.394186,200,36.840322,0.0,0.7107095184999799
-8.228229,29,36.859322,1.0,0.022077134857135184
-79.536716,200,36.977014,0.0,0.3141110793357988
-1.865401,6,36.982021,1.0,0.04228254382568128
-14.579372,42,37.008021,1.0,0.03467128067960364
-94.576483,200,37.124538,0.0,0.42624605092633294
-63.087304,200,37.243065,0.0,0.6688236869741233
-77.791741,200,37.359584,0.0,0.22974301422319718
-95.639936,200,37.473103,0.0,0.5322336580005645
-19.269217,50,37.503612,1.0,0.04962183654413961
-147.522556,200,37.617146,0.0,0.32557529998326595
-159.854592,200,37.734661,0.0,0.23643302760142443
-107.187439,200,38.171702,0.0,0.7174102562392464
-93.410949,200,38.304137,0.0,0.14364916473056988
-106.62079,200,38.424668,0.0,0.4616982035460564
-85.606756,200,38.543192,0.0,0.5379949127365115
-88.952441,200,38.663717,0.0,0.6424646361941102
-11.462462,20,38.675717,1.0,0.03319311129238597
-109.546595,200,38.794304,0.0,0.5309232822998106
-69.574448,116,38.864313,1.0,0.047315329186098334
-31.53851,60,38.901829,1.0,0.04019899852012461
-105.797522,200,39.02236,0.0,0.4760128170864373
-133.081289,200,39.150886,0.0,0.7546777431653384
-138.588021,200,39.278937,0.0,0.4637869848621125
-80.498689,200,39.737105,0.0,0.2674919928545616
-64.563228,141,39.831615,1.0,0.03102124564216919
-103.460028,200,39.964141,0.0,0.6398908698167148
-0.824387,4,39.96714,1.0,0.040861563832136454
-17.78445,38,39.991663,1.0,0.04882969255608067
-90.592334,200,40.114194,0.0,0.28062482944956757
-116.910001,200,40.234717,0.0,0.717440128213449
-44.663132,107,40.295238,1.0,0.04316119386652748
-113.459769,200,40.411765,0.0,0.6722449934825653
-2.67762,9,40.417775,1.0,0.02921598341015223
-78.938426,200,40.534284,0.0,0.3890440757028863
-51.249983,146,40.617805,1.0,0.047212198787412465
-144.319893,200,40.737322,0.0,0.8974015343516938
-81.098238,200,40.856837,0.0,0.4220863175205135
