mode,episode,success,final_distance,return,length,mean_tau_l1,tau_l1_sum
pirl,9,0,0.23187697257816917,-63.407178619270724,200,22.796205042269097,4559.24100845382
pirl,10,1,0.037853607709033524,-2.039511723678058,10,21.60656439734391,216.06564397343908
pirl,11,1,0.04803773793235229,-0.3191023971635394,4,16.658539606394363,66.63415842557745
pirl,12,1,0.04967007658863202,-10.275546858273254,36,18.574491411204544,668.6816908033636
pirl,13,0,0.07794009651653759,-32.89083049414251,200,20.9266863037605,4185.3372607521005
pirl,14,0,0.21890180143078355,-52.662824307100834,200,22.5575505249246,4511.51010498492
pirl,15,1,0.04771501413424684,-9.453235898752288,43,19.93498198943016,857.2042255454968
pirl,16,0,0.08374892023285181,-31.648086836642435,200,22.22350599692606,4444.701199385212
pirl,17,0,0.05641657045274009,-20.15883218183317,200,22.161665453421534,4432.333090684307
pirl,18,0,0.08526586987954203,-37.21996898992381,200,21.803135094122066,4360.627018824413
pirl,19,1,0.04969047294811511,-6.361390471175875,44,21.301569113083428,937.2690409756708
pirl,20,1,0.04146323424546645,-1.6471710041533603,14,17.581889177993325,246.14644849190657
pirl,21,1,0.0481484410764789,-15.719176742038112,55,19.494714762879024,1072.2093119583462
pirl,22,1,0.03832074826265013,-4.293659718596712,21,22.059341466177028,463.24617078971755
pirl,23,1,0.04761895147956474,-17.03453421572356,36,18.842080323959046,678.3148916625256
pirl,24,0,0.16547033413930848,-44.52233573744061,200,21.327494112338783,4265.498822467756
pirl,25,1,0.049331508683464226,-12.886131303926495,44,20.691120820825287,910.4093161163127
pirl,26,1,0.04917508785578141,-9.104828031568966,45,17.846819324792904,803.1068696156807
pirl,27,0,0.387721987975907,-73.35389696808006,200,22.50745188682224,4501.490377364447
pirl,28,0,0.1533131130536591,-39.30435152022362,200,21.576152422274955,4315.230484454991
pirl,29,0,0.09157588467287359,-23.82108481661047,200,22.99164946022211,4598.329892044422
pirl,30,1,0.0450093998808284,-8.065793628782439,34,19.887081501001312,676.1607710340446
pirl,31,0,0.206445123333511,-47.75077167708222,200,21.830282975121417,4366.0565950242835
pirl,32,1,0.04858769082734168,-4.925115272637874,20,22.712588650512686,454.2517730102537
pirl,33,0,0.05519822211700046,-27.356662912734972,200,21.504841786623714,4300.968357324743
pirl,34,0,0.28830106415274215,-55.32310273397173,200,22.68004614703515,4536.00922940703
pirl,35,0,0.2986754738450907,-58.658853844522845,200,22.48695980172678,4497.391960345356
pirl,36,0,0.08850420633268506,-28.63902054866839,200,22.616030492214723,4523.2060984429445
pirl,37,1,0.04505392369089982,-4.1605810347324566,25,19.644396311513322,491.1099077878331
pirl,38,1,0.029147155998098896,-6.658896991842218,19,16.75840766466366,318.4097456286096
pirl,39,1,0.04551058128210551,-9.802055976466649,32,17.20220250787181,550.4704802518979
pirl,40,0,0.1275890526947563,-30.213519867934195,200,22.330537124873963,4466.107424974793
pirl,41,1,0.04957616539278181,-14.51995667828962,49,20.67778550117656,1013.2114895576515
pirl,42,0,0.1207447196276952,-41.98178861402127,200,21.9024447746253,4380.48895492506
pirl,43,1,0.0489937095603552,-6.506284032546256,31,20.107311569748237,623.3266586621953
pirl,44,1,0.039873776652839754,-4.49233679315197,24,19.67474803426504,472.1939528223609
pirl,45,1,0.03604965967416388,-20.508114167224278,31,19.936820454962305,618.0414341038314
pirl,46,1,0.04797677959116705,-14.488022623557955,53,20.946133961676985,1110.1450999688802
pirl,47,0,0.11373941983321316,-37.01654291397513,200,22.001599508761288,4400.3199017522575
pirl,48,0,0.09811845057447852,-29.739232665266336,200,21.920351613749666,4384.070322749933
pirl,49,1,0.04917310173344836,-3.039247319574116,24,22.330515615248853,535.9323747659724
pirl,50,0,0.37881338385852764,-75.62402496863241,200,22.803866780830816,4560.7733561661635
pirl,51,0,0.09239324806278096,-27.20050911678025,200,22.8599156627902,4571.98313255804
pirl,52,1,0.03417951123981377,-13.207164110971906,24,20.393248239114317,489.43795773874365
pirl,53,1,0.04954388565377638,-18.763083234704915,66,20.30273208598996,1339.9803176753373
pirl,54,1,0.049758212925487856,-6.80550727745743,43,20.170074739011017,867.3132137774737
pirl,55,0,0.1709403825174208,-44.27330531762673,200,22.34465075847018,4468.930151694036
pirl,56,1,0.04160304863420931,-0.15167449174566533,2,29.72952243786596,59.45904487573192
pirl,57,0,0.09039574569466428,-25.059775238873954,200,22.155241306637365,4431.048261327473
pirl,58,0,0.08217572010227676,-22.074601406893038,200,22.81117937060485,4562.23587412097
pirl,59,1,0.041083587315509006,-5.6324342336939255,26,19.985647511585004,519.6268353012101
pirl,60,1,0.04474509721419243,-2.8531786069317127,19,17.4425245554456,331.40796655346645
pirl,61,0,0.056654241795471856,-18.227904986049023,200,21.989120236894234,4397.824047378846
pirl,62,1,0.042525554957745,-3.696436219136587,22,17.587773371467588,386.93101417228695
pirl,63,1,0.04762146499325402,-13.951500632415113,51,19.301095690077453,984.3558801939502
pirl,64,0,0.14873788825080134,-45.638370705323005,200,21.40168912599323,4280.337825198646
pirl,65,0,0.08819448397031585,-23.555213444814914,200,23.034046318905325,4606.809263781065
pirl,66,1,0.049404589702433145,-10.619478312158698,59,21.02960234577605,1240.746538400787
pirl,67,0,0.11006336046263074,-36.457977374941684,200,21.715398196475824,4343.079639295165
pirl,68,1,0.049038990155358585,-11.810749840849892,47,21.447543861824492,1008.0345615057511
pirl,69,1,0.04927325293934552,-8.502879077285836,45,19.519830414047878,878.3923686321546
pirl,70,1,0.04993985858694396,-7.23217708420817,48,19.82554566442944,951.6261918926132
pirl,71,0,0.15237490236953286,-31.281995107281926,200,22.814287147776135,4562.857429555227
pirl,72,1,0.04441309582705118,-14.177468022538886,31,20.204469811600273,626.3385641596085
pirl,73,1,0.04549838250780613,-2.789845183631218,24,19.613658872341038,470.7278129361849
pirl,74,0,0.2330108826613613,-57.31943427112267,200,22.121992878289902,4424.3985756579805
pirl,75,1,0.037571623748910446,-1.8358529579128564,10,22.434628003935604,224.34628003935603
pirl,76,0,0.17292193640898978,-45.22054597199254,200,22.324592422221322,4464.918484444264
pirl,77,0,0.058958974135784575,-26.695540743239267,200,22.223271731840967,4444.654346368194
pirl,78,0,0.1774630802510661,-46.88925526840738,200,22.437597086089465,4487.519417217893
pirl,79,1,0.04718069002292949,-2.834887408120178,18,18.34937428841875,330.2887371915375
pirl,80,1,0.04423772456372091,-10.852725174059637,27,15.337093010101736,414.10151127274685
pirl,81,1,0.04867363022727111,-14.594774951114163,42,20.903223778347268,877.9353986905852
pirl,82,1,0.044271577017707224,-6.989998352205867,21,19.052748884220527,400.1077265686311
pirl,83,1,0.04467264735891736,-0.3041711072437379,4,22.742332056051854,90.96932822420742
pirl,84,0,0.10894008235948208,-43.20223846055446,200,20.867086775201468,4173.417355040294
pirl,85,1,0.04962972401713724,-2.3980702959802973,13,23.933282520596997,311.13267276776094
pirl,86,1,0.03720815901060432,-6.703826933389273,25,19.675311786866395,491.8827946716599
pirl,87,0,0.24453645081521394,-50.1933137005371,200,22.081739192034,4416.3478384068
pirl,88,0,0.1429552247465393,-37.49499393562653,200,23.05718514816047,4611.437029632094
pirl,89,0,0.09894609720450497,-35.858726913064544,200,22.783500437261328,4556.7000874522655
pirl,90,0,0.27035873456280624,-59.0836423128363,200,21.628142344409007,4325.628468881801
pirl,91,0,0.06386831927926276,-34.07072309506501,200,22.18358992190482,4436.717984380964
pirl,92,1,0.047547926338363376,-5.507998107226239,28,19.977962753830468,559.3829571072531
pirl,93,1,0.04807117746925419,-9.601929031871208,28,19.325258531138278,541.1072388718718
pirl,94,1,0.048132147553453755,-11.393795642742162,51,20.149336943275113,1027.6161841070307
pirl,95,0,0.10586096101749393,-23.992835750170205,200,22.48720196644616,4497.440393289232
pirl,96,1,0.04234788219255036,-9.088553019602196,33,16.90388153863956,557.8280907751055
pirl,97,0,0.18258064697443316,-54.306745550774004,200,22.76401789490285,4552.80357898057
pirl,98,1,0.04801040178732719,-5.411277205655432,29,19.794564621489094,574.0423740231837
pirl,99,0,0.09245952546351972,-31.86443424393715,200,21.60048634908876,4320.097269817752
pirl,100,1,0.04970770411673312,-19.442257163589655,56,17.622203676076996,986.8434058603117
