#{"t_start": 1783878293.218761, "env_id": null}
r,l,t,is_success,final_distance,tau_sum_total,episode_energy,episode_mean_tau_sum
-101.168296,200,1.448998,0.0,0.4296386633108572,3341.057618856663,20.471151858418686,16.705288094283315
-85.111313,200,1.574194,0.0,0.4270404675429837,3246.7422982473513,19.55391776380606,16.233711491236757
-119.916379,200,1.70627,0.0,0.5764108187479029,3530.4401854375615,20.422913209174137,17.652200927187806
-117.807422,200,1.825378,0.0,0.5880288987520448,3315.563575612509,18.84875064844603,16.577817878062543
-45.26286,200,1.946947,0.0,0.2724509790846617,3491.8096587475297,20.320428121910194,17.45904829373765
-58.968015,200,2.065476,0.0,0.26656494713098083,3601.894205280245,20.28380509577597,18.009471026401226
-135.084273,200,2.18852,0.0,0.6389728797077256,3388.614031073532,18.83273091385562,16.94307015536766
-189.540155,200,2.307758,0.0,0.9222716327251809,3420.576698478946,19.707370039090407,17.10288349239473
-189.017632,200,2.429253,0.0,0.952846302301833,3667.6746368120903,20.613579642541364,18.33837318406045
-73.936182,200,2.549559,0.0,0.31229470231041434,3521.987673253338,20.16473148455808,17.60993836626669
-64.625007,200,3.103825,0.0,0.3504166647911131,3518.471160217469,20.678849407101776,17.592355801087344
-84.687111,200,3.289805,0.0,0.3458710255359679,3631.4509303168466,20.199059206320285,18.157254651584232
-106.013377,200,3.513858,0.0,0.3761347484889245,3101.9054802715796,18.990744332488717,15.509527401357898
-126.341257,200,3.67739,0.0,0.6106982223527879,3476.3911499176043,19.686846099966758,17.38195574958802
-157.073443,200,3.864719,0.0,0.7156274185971389,3413.0991768141907,20.32618254618919,17.065495884070955
-111.630737,200,4.048143,0.0,0.6001699310640213,3514.333554666679,19.946844200642317,17.571667773333395
-46.28972,200,4.276718,0.0,0.20138069741293171,3226.5928659936462,18.828440241016068,16.13296432996823
-170.192302,200,4.494286,0.0,0.8331020278297253,3432.8771424280453,19.33147817179573,17.164385712140227
-171.20578,200,4.675819,0.0,0.8565369958310203,3478.4455127135298,20.047295759540113,17.392227563567648
-41.148833,200,4.830861,0.0,0.18105360209404675,3400.4252115136055,19.967798058895205,17.002126057568027
-164.687284,200,5.431985,0.0,0.7277733383232594,3261.1079250503262,19.910933030597747,16.30553962525163
-113.135884,200,5.620608,0.0,0.5638152371909275,3680.461426203274,21.162362394417457,18.40230713101637
-157.909152,200,5.793653,0.0,0.7840273359139555,3227.4113290223872,19.135597825766105,16.137056645111937
-147.752047,200,5.953177,0.0,0.8895873619469825,3347.368737070549,20.240024283319087,16.736843685352746
-105.648019,200,6.124026,0.0,0.6722029744315469,3293.0727859504427,19.453281865947947,16.465363929752215
-159.998212,200,6.301586,0.0,0.7998825677346618,3214.719205156572,18.970240891385746,16.073596025782862
-81.60872,200,6.483154,0.0,0.5324912865761755,3355.6694338060984,19.127456065288126,16.778347169030493
-196.136254,200,6.686135,0.0,1.0372998394352666,3354.9729027046756,20.040188434243934,16.77486451352338
-48.341917,200,6.867669,0.0,0.2528196501551805,3371.0786823694925,19.569701197047248,16.855393411847462
-136.442391,200,7.050226,0.0,0.7038450428477433,3123.8909521186724,18.863351898726023,15.619454760593362
-57.352891,200,7.707121,0.0,0.3578369791120578,3276.0673983899783,19.62692865166915,16.380336991949893
-144.057776,200,7.890681,0.0,0.8360217767586392,3410.4831881829696,19.68060160466433,17.052415940914848
-140.487728,200,8.059211,0.0,0.9521352394186999,3383.811110366773,19.313684280338922,16.919055551833864
-120.405925,200,8.218256,0.0,0.583550616818831,3679.735717836401,20.545727977727513,18.398678589182005
-107.151913,200,8.346437,0.0,0.46990282414625667,3108.8462104721007,18.52152168717021,15.544231052360503
-80.046967,200,8.532792,0.0,0.5239786057181309,3530.966174733808,20.95747930913557,17.65483087366904
-138.133769,200,8.943211,0.0,0.6887193179583141,3209.1211670590533,18.261734583624918,16.045605835295266
-171.453793,200,9.261365,0.0,0.8317434890836947,3396.075971059651,19.692542284576493,16.980379855298253
-94.601569,200,9.77886,0.0,0.45485755048464405,3119.3155449706856,17.850702141110972,15.596577724853427
-202.389286,200,10.617407,0.0,0.9740230248641156,3418.1388251927656,19.23817351227018,17.09069412596383
-42.094104,200,11.559578,0.0,0.17219068691443518,3483.659352933817,20.61756848994625,17.418296764669083
-111.438535,200,11.772091,0.0,0.500660254742878,3482.040976392831,19.57324815004081,17.410204881964155
-137.729935,200,11.911542,0.0,0.6581126997858073,3435.7601566694457,20.71227249621129,17.178800783347228
-134.665965,200,12.041212,0.0,0.6965603011755568,3285.717724773177,18.701769745334115,16.428588623865885
-62.233639,200,12.171797,0.0,0.2656685027513863,3380.468473803025,19.899145956044098,16.902342369015127
-38.213229,200,12.307909,0.0,0.22294195624099206,3369.053318111348,19.512075420339027,16.84526659055674
-88.945584,200,12.439299,0.0,0.3513390413923626,3337.6470734171057,19.483286980832144,16.68823536708553
-138.390292,200,12.568216,0.0,0.679009822201317,3297.621583161637,19.05761290988387,16.488107915808186
-107.368867,200,12.696013,0.0,0.6483745277294395,3301.560569212857,19.726696498855787,16.507802846064283
-108.724764,200,12.835627,0.0,0.5191741479534684,3237.564151837609,19.363405975678898,16.187820759188046
-80.053564,200,12.967233,0.0,0.31151346868035384,3182.713662069397,19.14483862706996,15.913568310346983
-95.819297,200,13.535692,0.0,0.43655140813353965,3249.3216473715715,19.457938924539896,16.246608236857856
-136.012333,200,13.683415,0.0,0.6584996742482333,3180.7480646566387,19.17352620730857,15.903740323283193
-181.268308,200,13.813962,0.0,0.9009000072915296,3606.820204428721,20.277665634073784,18.034101022143606
-116.935714,200,13.963187,0.0,0.5748960963611,3348.1624442987786,19.174137519613783,16.740812221493893
-172.347169,200,14.161702,0.0,0.8629799879325935,3061.58135158495,18.195535812158028,15.30790675792475
-108.131047,200,14.308487,0.0,0.5306746855342898,3152.549398455304,19.22940033452306,15.76274699227652
-130.176208,200,14.445262,0.0,0.6334606382375179,3427.9854526984536,20.369772950290645,17.139927263492268
-185.67346,200,14.583709,0.0,0.926853980349309,3350.536197764742,19.09452759688666,16.752680988823712
-138.459444,200,14.720303,0.0,0.6739472978191784,3439.1395780999355,20.144753258332635,17.195697890499677
-116.800285,200,14.858383,0.0,0.5205338467890948,3270.698349676351,20.066143246445915,16.353491748381757
-135.288861,200,15.466575,0.0,0.575076469171386,3283.8617862798815,18.713418868685416,16.419308931399407
-91.879097,200,15.625684,0.0,0.31550510343675736,3397.8711311985608,19.87984101627457,16.989355655992803
-158.753382,200,15.759175,0.0,0.7921258459355202,3446.7572437938647,19.994699256903647,17.233786218969325
-74.727473,200,15.887774,0.0,0.35002271002900653,3494.4672669723236,20.149569059860895,17.47233633486162
-72.51822,200,16.01871,0.0,0.39126376613153807,3370.0920369082055,19.701938972799102,16.850460184541028
-83.649308,200,16.153698,0.0,0.38969467398822943,3370.165088557689,19.71673436650087,16.850825442788445
-78.818561,200,16.279423,0.0,0.4123977279945441,3249.199673814086,19.161847844829417,16.24599836907043
-146.412,200,16.43162,0.0,0.7067710337821536,3207.622779587318,18.32939951877256,16.03811389793659
-40.497315,200,16.578629,0.0,0.22295303214620518,3495.238069476968,19.983595734928556,17.47619034738484
-132.501116,200,16.711685,0.0,0.6365226733406757,3332.3185174841956,19.27526767111611,16.661592587420976
-174.146373,200,17.290646,0.0,0.8455579644298673,3516.5126382169537,20.061473768792343,17.58256319108477
-100.940768,200,17.460726,0.0,0.3401138209485902,3289.4674166687587,18.852777617490208,16.447337083343793
-71.144874,200,17.598234,0.0,0.32068303127272474,3488.9869393068593,20.740614460197744,17.444934696534297
-98.253143,200,17.736554,0.0,0.4287623573315623,3215.5481699758284,19.139503287984578,16.07774084987914
-56.251921,200,17.862273,0.0,0.23535244039319975,3271.460243910167,19.278252994608014,16.357301219550834
-107.795413,200,17.996481,0.0,0.546815030734052,3291.39257776811,19.25334167403373,16.45696288884055
-122.027243,200,18.127002,0.0,0.5913647047332128,3295.6978876082,19.455336170816654,16.478489438041
-128.04529,200,18.256753,0.0,0.5373399032649983,3541.252001422587,20.277152575496967,17.706260007112935
-144.348899,200,18.382785,0.0,0.6131533516905735,3690.7481879365546,20.531561883257165,18.453740939682774
-46.061984,200,18.510504,0.0,0.18914966151728455,3601.400622008715,20.988671802312332,18.007003110043573
-83.352243,200,19.046839,0.0,0.3308779926289427,3342.016321696383,19.067675589285766,16.710081608481914
-93.418113,200,19.227406,0.0,0.44728137124381045,3476.9474302496083,20.450301104686993,17.384737151248043
-25.03283,167,19.348428,1.0,0.04889843873960643,2750.6414270503737,16.41999411854185,16.470906748804634
-198.994299,200,19.515584,0.0,0.9259432753459185,3135.5285928865283,19.190129035521505,15.677642964432641
-106.625546,200,19.727805,0.0,0.5316189855345225,3276.7497877527803,19.04059821304046,16.3837489387639
-169.840734,200,19.893654,0.0,0.8593286018544342,3351.8651189032294,19.471881435896776,16.759325594516145
-107.415251,200,20.045527,0.0,0.5526003826175478,3580.94691333536,20.590350880614128,17.9047345666768
-109.071918,200,20.25346,0.0,0.5012167272099524,3358.522683633062,19.2416402952431,16.79261341816531
-114.862992,200,20.43082,0.0,0.5897729446028132,3371.73127370196,19.45297378791136,16.858656368509802
-60.01322,200,20.580318,0.0,0.26968861929662186,3300.250287875564,19.039993106628806,16.50125143937782
-65.59991,200,20.730414,0.0,0.3572637161547921,3289.263514315028,18.806061588202045,16.44631757157514
-37.397817,200,21.519735,0.0,0.15212483250778053,3346.4798683160034,20.092329284596765,16.732399341580017
-89.717541,200,21.752614,0.0,0.42786821314715384,3267.732572892978,19.61664759910486,16.33866286446489
-74.804185,200,21.948931,0.0,0.29139720837551997,3392.127892617853,18.57676439626161,16.960639463089265
-110.16824,200,22.112252,0.0,0.5312976923821459,3369.0612298203587,19.34965798035413,16.845306149101795
-150.242551,200,22.301277,0.0,0.568508073936866,3309.5851914032196,20.070679732326333,16.547925957016098
-95.157426,200,22.45666,0.0,0.46202426823908577,3333.6759377901285,18.92078021947572,16.668379688950644
-122.793009,200,22.608592,0.0,0.5470064103103879,3261.1976708090474,18.888873849296758,16.305988354045237
-46.089383,200,22.840952,0.0,0.24765303386486495,3474.4379544221397,20.143235830097986,17.372189772110698
-168.170087,200,23.016579,0.0,0.818904889405171,3399.6439888148457,20.469733498188067,16.99821994407423
-65.732942,200,23.192632,0.0,0.2708737017577095,3218.4149839816328,18.441524785757185,16.092074919908164
-109.216193,200,23.917807,0.0,0.5082471251105136,3224.3557530522858,19.410491350942063,16.12177876526143
-112.33127,200,24.092573,0.0,0.5076682702517314,3203.7068995164177,19.08218770203792,16.01853449758209
-104.697338,200,24.227616,0.0,0.5671519389448296,3220.1043065567414,18.407310065968186,16.100521532783706
-69.949998,200,24.365876,0.0,0.3290000324115387,3498.898317620065,20.52646899950071,17.494491588100324
-116.668663,200,24.503399,0.0,0.4180322138490012,3656.0376227300776,20.834925472841174,18.28018811365039
-106.876533,200,24.664049,0.0,0.5404495782989251,3464.6779742260046,20.15138671616594,17.323389871130022
-125.557886,200,24.818527,0.0,0.5121984373004684,3404.3856553046007,19.733553607487806,17.021928276523003
-81.665091,200,24.97577,0.0,0.47715833357978277,3395.137755549119,20.120516148701725,16.975688777745596
-172.906948,200,25.125618,0.0,0.839068924326965,3371.133714935867,18.928215567678787,16.855668574679335
-132.700838,200,25.285159,0.0,0.5211856664762968,3143.102352562799,18.10505527499861,15.715511762813994
-155.863123,200,25.893225,0.0,0.73153332560036,3571.7010247372577,21.09233952545878,17.85850512368629
-166.933067,200,26.0975,0.0,0.7521770095811651,3207.8262904922344,19.344849871586895,16.039131452461174
-60.877816,200,26.283539,0.0,0.14563128849057938,3418.6849656157124,19.624217862902988,17.09342482807856
-125.308757,200,26.446917,0.0,0.5978166418259107,3226.721933701184,19.15058162545326,16.13360966850592
-144.898524,200,26.61334,0.0,0.6341666557291182,3084.2492050699657,18.601803234336078,15.421246025349829
-137.803133,200,26.775388,0.0,0.6861594874734648,3354.8619202928553,19.06140593365359,16.774309601464278
-162.697137,200,26.936294,0.0,0.7475031548505494,3226.4186868434895,19.818936702197604,16.13209343421745
-160.439305,200,27.085947,0.0,0.7318299939359076,3236.7721351803907,19.686147645819165,16.183860675901954
-161.987084,200,27.215755,0.0,0.7888969442566879,3144.7481281653836,18.890921289125433,15.723740640826918
-42.818763,200,27.347934,0.0,0.2521078054327223,3600.861763017183,20.8013783936995,18.004308815085913
-73.097479,200,27.485035,0.0,0.31566806793694513,3233.2720447919205,19.348820604204477,16.166360223959604
-147.199654,200,28.190691,0.0,0.7243980420437317,3645.7373530982372,21.069218502627233,18.228686765491187
-167.881762,200,28.322544,0.0,0.6941832846059945,3587.9986459271563,20.737219916646634,17.939993229635782
-101.591754,200,28.46599,0.0,0.38085883955117994,3261.953202831127,19.218267091059044,16.309766014155635
-129.742033,200,28.601439,0.0,0.5090653811920669,3188.18932405565,18.66039258157005,15.94094662027825
-70.967031,200,28.748335,0.0,0.3245018485045978,3534.4675611525677,18.920716716262746,17.672337805762837
